DSO,Rank,Month
100059887170000012,9,202601
100063799170000469,1000,202601
100063799170000477,3,202609
100063799170000485,2000,202510
100069960170000578,23,202602
100052806170000470,6,
100059889170000050,3,
100069960170000595,16,
100059277170000039,3,
100059896170000719,8,
100059896170000727,4,
100068005170001194,3000,202512
100059279170000198,7,
100059897170000819,21,
100063734170001213,10000,202509
100007004170000039,9,202605
100006493170000616,4,
100060639170002328,7000,202601
100059895170000897,6,
100061115170001666,3,
100069978170000185,10,
100069969170000482,21,
100060643170000979,13,202605
100060579170000662,7,
100063742170000489,7,
100063793170000935,3000,202511
100063748170001384,9,202603
100069969170000657,7,
100064208170001090,1,
100068011170000517,2000,
100063685170001284,20000,202511
100063734170001544,7,
100061489170002737,29000,202602
100064245170000262,16,202601
100061115170001690,29,202606
100006730170000698,13,
100060747170000325,3000,202601
100060512170001867,43,
100006790170000280,10,202601
100064117170001268,31,
100064117170001276,5000,202509
100006205170000650,5,202607
100060610170001144,9,
100061489170002680,31,
100006480170001562,5,
100068016170000067,16000,202601
100064117170001663,1,
100060648170000826,3,
100061489170003704,5000,
100069969170000665,15,
100069967170001318,3,
100064230170001458,28,202512
100084086170001059,10,
100063686170002367,27000,202512
100060512170002442,64,
100070657170000719,4,
100006335170001378,10,
100006135170002544,10,
100068009170000248,9000,202601
100064219170001309,15,202602
100061489170003696,14000,
100064114170000720,5,
100063707170000958,6000,202509
100068001170000078,6000,202509
100061220170000957,5000,202510
100063793170000630,5,
100061972170001561,15,202603
100064106170002400,53,202604
100064232170000595,3,
100063884170001009,8000,202510
100064113170000206,1000,202510
100064113170000198,4000,202509
100064117170001109,29,202510
100061949170000706,14,
100061949170000698,16,
100006155170000937,10000,202509
100006135170001927,16,202604
100059897170000462,45,202606
100084086170000727,10,202601
100060512170001614,3000,202512
100084086170000743,3000,202510
100111868170000092,1000,202601
100060739170001091,5,
100069969170000649,5,202603
100069827170000729,3,
100064012170000907,2000,202509
100063653170000612,93,202602
100006280170001231,16000,202509
100006335170000707,2,
100006435170000662,5000,202508
100006810170000462,6000,202508
100063884170001137,2,202602
100064219170000928,43,202601
100064245170000233,5000,202510
100006810170000743,1000,202607
100006260170001940,2000,202601
100006860170001406,11,202605
100006470170000888,7000,202508
100006480170000922,4000,202508
100061115170001552,3000,202512
100069960170000560,2000,202601
100060512170002450,60,
100060639170002646,9,
100064209170000408,6,
100061115170001178,22000,202510
100059897170000334,4000,202509
100061489170002044,25000,202601
100061489170002549,86000,202509
100061949170000763,15,
100068009170000126,5,202606
100060512170001537,32000,202508
100068001170000372,31,202604
100063653170000662,20000,202510
100067969170000552,1000,202601
100063733170000831,5000,202510
100060512170001735,133,202602
100063653170000843,23,
100061949170000845,2,
100006125170001672,17000,202510
100060747170000258,10,
100059897170000478,1000,202601
100007003170000070,3000,202509
100007001170000564,21,202604
100006205170000611,1000,202511
100006385170002575,16000,202512
100060579170000525,10000,202509
100006125170001880,43,202602
100063734170001392,7000,202511
100064127170001414,39,202603
100063742170000343,2000,202509
100061220170001094,4000,202509
100006500170000876,1000,202510
100064208170000787,1000,202512
100060512170001627,6000,202509
100006860170001061,3000,202601
100006493170000608,7,
100006125170001961,38,202606
100006301170000676,1000,202602
100006385170001969,20,
100063903170000392,1,
100006870170000569,11,
100063904170001246,5,202603
100006125170001888,14000,202510
100064245170000319,13,202603
100063976170004457,81,
100006385170001888,2000,202511
100064127170001431,12000,202509
100060049170000907,10000,202509
100006860170001093,13000,202509
100006493170000583,8,
100064011170000658,2,202601
100064106170001761,75,202602
100061961170000817,10,
100060934170000616,1000,202509
100063972170000510,4,
100060610170001152,20,
100069967170001089,10,
100061115170001674,8000,202510
100061115170001682,33,202604
100006870170000849,1000,
100063685170001627,13000,
100006055170001025,6,
100061220170001493,21,202606
100060648170000818,4000,202509
100064219170001301,17,202601
100064114170000967,4,
100060049170001216,8,
100007001170001039,16,
100064114170000496,1000,
100063755170000431,5,202511
100070657170000332,1,
100006159170000618,3000,202510
100006037170000023,1,
100064206170000676,5000,202510
100006265170000045,1000,202509
100006999170000212,20,202604
100060747170000266,3000,202511
100064100170000749,16,
100064160170001126,3000,202510
100064108170000711,4000,202511
100063733170001108,3,
100064108170000763,2000,202512
100064100170000946,9,
100061220170001501,18,202609
100006317170001145,2000,202509
100061489170003672,15,
100061489170003680,52000,202508
100006280170001800,14,
100060049170001225,8000,202510
100006260170001422,1000,202511
100006055170000704,1000,
100059896170000398,38,202604
100059896170000762,37,202605
100006385170001912,29,202607
100064241170000546,18,
100006730170000658,18,
100063653170000875,70,
100006870170000585,2000,
100006345170000437,3,
100060739170000902,1000,202512
100063715170000857,4000,202510
100059897170000811,30,
100060049170000940,15,202609
100059896170000711,15,
100063755170000632,22,202605
100063755170000640,17,202604
100006205170000603,5,
100064219170000827,14,
100006385170001856,23000,202509
100006385170002558,20000,202509
100006480170000947,1000,202603
100064100170000617,7000,202509
100064230170000918,2000,202510
100006740170000824,7000,202510
100059897170000494,26000,202509
100064230170000974,66,202601
100063663170000606,31,
100063685170001217,46,202604
100063686170001638,100,202601
100006760170000850,11,202606
100068003170000051,7,202511
100069960170000568,11,
100059895170000848,25,
100061220170001183,12,
100006125170001969,19,202609
100061489170002697,19000,202603
100067969170000641,7,
100006740170000957,12,
100063685170001276,27,
100007003170000086,4,202605
100068125170000099,5000,202509
100064125170000936,27,202602
100006185170000605,3000,202509
100006035170000678,8000,202508
100063653170000835,66,
100064217170000835,5,
100067962170000852,10,
100063733170000895,11,202605
100063707170001247,7,
100064245170000253,17,
100061819170000443,1000,202511
100006317170000916,8,
100068004170000058,4,202603
100063843170000647,2000,
100064152170000525,9,
100052806170000511,2,
100063734170001536,14,
100006055170000786,11,
100059895170000464,10000,202601
100063685170001209,50,202602
100070657170000510,6,202601
100060579170000670,3,
100064204170000414,4000,202511
100064117170001236,21,202605
100064117170001244,41,202605
100064117170001252,47,202603
100060648170000703,9,202605
100006260170001589,30,202602
100060610170001120,11,
100060610170001128,10,202609
100060632170000683,11,
100061220170001159,20,202604
100059895170000823,2000,202602
100059897170000909,11,
100061115170001610,30,
100064117170001300,17,
100068126170000020,10,202601
100067997170000339,9,202607
100061115170001642,19,
100067969170000625,10,
100064125170001093,15,
100060934170000608,4,
100006370170000459,2000,202601
100063686170001716,16000,
100067969170000633,11,
100063707170001264,6,
100063843170000639,22,
100060739170000944,2000,202510
100063972170000502,7,
100063707170001595,15,
100006997170000387,5000,202510
100060512170002417,61,
100006135170002536,14,202609
100063755170000607,3000,202511
100067997170000306,2000,202604
100063843170000582,1000,202604
100006480170001109,16,202607
100007001170000540,33,202602
100067978170000155,2000,202509
100063734170001203,9,202510
100007004170000071,1000,202510
100067969170000447,6000,202510
100064164170000314,6000,202510
100064217170000730,1,202607
100063715170000757,12,
100067962170000739,4000,202510
100006470170001013,9000,202510
100060512170001545,27000,202509
100059896170000406,36,202605
100064114170000680,20,202607
100006790170000248,10,
100061949170000787,1,
100064114170000736,7,
100067996170000364,2,202603
100061220170001175,10000,202508
100006780170000288,1000,202601
100064125170001101,10,
100067987170000213,1000,202510
100063685170001267,21000,202509
100006335170001370,2000,202509
100064127170001895,11,
100064127170001903,16,
100063972170000679,13,
100063843170000792,1000,202601
100006880170000537,24,202601
100006135170001877,4000,202510
100067997170000279,23,202602
100059896170000414,34,202606
100069960170000519,35,202512
100006860170001053,8000,202510
100061961170000593,4000,202601
100063799170000400,1000,202509
100059896170000390,3000,202509
100063685170001161,53,202601
100061489170002435,43000,202510
100061972170001065,1000,202511
100084086170000735,2000,202602
100064219170000870,7000,202601
100060512170001679,109,202606
100052806170000436,2000,202509
100064164170000362,10,202512
100006485170001026,9,
100063733170000863,1000,202511
100063653170001195,13,
100060639170002610,11,
100068001170000786,1,
100006993170000207,4,
100061115170002142,1,
100068001170000803,16,
100059897170000510,2000,202601
100059895170000918,6,202605
100063755170000615,4000,202509
100060697170000650,17,202603
100006780170000197,3000,202602
100061489170002352,63000,202601
100063734170001312,27,202606
100006205170000528,6000,202509
100063755170000440,4,202511
100006345170000412,1000,202509
100006280170001256,28,202609
100006280170001281,1000,202606
100006280170001264,15000,202509
100006125170001937,16000,202511
100006135170002016,10,202605
100063707170001169,50,202602
100068005170001178,25,202512
100063815170000989,14,
100063982170001416,19,202604
100064012170001022,17,202602
100006760170000876,17,202602
100065284170000695,1000,
100065284170000703,6,202604
100059897170000787,29,
100060512170001802,128,202603
100006960170000151,2,
100006159170000650,12000,202510
100067962170000803,23,202602
100064125170001052,30,202604
100068005170001186,4000,202512
100007001170000621,6,
100059277170000031,6,
100063707170001178,22,
100064212170000645,22,202607
100064106170001777,66,202603
100064230170001055,49,202606
100064217170000851,6,
100006155170001056,8,
100061489170002773,33000,
100061972170001166,32,
100064127170001535,1000,202602
100064203170000257,3000,202512
100007001170000532,13000,202509
100060934170000535,4000,202508
100063653170000753,3000,202601
100006125170001864,22000,202508
100068009170000118,2000,202509
100065284170000669,1000,202511
100006500170000894,4000,202601
100006435170000706,13000,202509
100063795170000646,5000,202511
100006335170000890,41,202601
100084086170000646,8000,202508
100006999170000262,1000,202603
100064204170000380,4,202602
100006385170001840,39,202605
100063734170001376,22,202609
100068001170000413,28,202606
100006960170000134,1000,
100063734170001416,8,
100064108170000695,18000,202509
100059898170000216,2,
100060934170000559,29,202603
100060934170000567,23,202609
100068011170000237,11,
100006993170000142,3000,202603
100064211170000137,2000,202509
100069960170000587,12,202601
100059279170000174,3000,202509
100059897170000714,39,202606
100007002170000215,10,202607
100006870170000561,21,
100064217170000811,19,202607
100064241170000564,4,
100061115170001602,43,202601
100069957170000325,6,
100063734170001464,21,
100060049170000966,7000,202510
100068001170000497,10,202606
100068001170000505,16,202606
100064100170000717,9,
100063653170000827,77,202602
100063793170000670,2,
100063976170003695,10000,202510
100063976170003711,6000,202511
100063976170003719,5000,202511
100063976170003727,62,202603
100063976170003735,66,202602
100063976170003743,8000,202509
100064127170001511,39,202603
100067970170000145,1000,202510
100064117170001316,25,202512
100059897170000941,8,
100067997170000357,14,
100063653170001187,49,
100063685170001635,10000,202601
100063686170002350,24,202601
100064106170002392,64,
100006435170001000,2000,202603
100067996170000646,7,
100006740170001342,10,
100006740170001352,15,
100067976170000346,3000,
100063733170001100,6,
100006260170001958,21,
100064207170000865,6,202510
100006055170001017,3000,
100061115170002126,1000,202512
100061115170002134,12,
100068016170000076,10000,202602
100067978170000257,6000,202509
100006730170001016,12,
100068125170000083,3000,202512
100006435170000725,24,202602
100064114170000768,24,202512
100067978170000189,2,202603
100064217170000722,11000,202510
100006280170001313,20,
